product_id,level_1,level_2,level_3,level_4,segment_id,brand_id,vendor_id,netto,is_own_trademark,is_alcohol
002d604296,c3d3a8e8c6,d283080a93,f976a3c5f9,8a98376bb8,48.0,1f64a1d900,1da084cc29,1.0,0,0
002f491a94,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,5330a84194,1.0,,e5fdf61871,0.93,0,0
0031bd9d04,e344ab2e71,14d373dff5,ae662a854c,17a11d08ec,132.0,,17a2c3b833,0.45,0,0
003234102a,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,5330a84194,1.0,,ddae13eb7a,0.9,0,0
00332f44b8,e344ab2e71,63852cb2ab,26a31f671c,f5dac65023,161.0,f4fcdae6dd,5456ab527e,0.018000000000000002,0,0
00347c06a0,c3d3a8e8c6,f2333c90fb,419bc5b424,3a32c05cfb,271.0,8fd8ef9793,bea03ba750,0.42,0,0
00365ad3e3,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,3d648097f6,85.0,046585d342,5bb5a5b62b,1.0,0,0
0036cc0304,e344ab2e71,fb3d79909e,b4f6ca38b2,efbcf6d00c,230.0,357290101d,63243765ed,0.085,0,0
003a68a4c1,c3d3a8e8c6,f2333c90fb,78800e7c84,f6d7b073b3,263.0,c6a490994e,5cad7e730c,0.3,0,0
003abd5c49,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,c29d932630,71cee68db7,0.6,0,0
003c9e27fb,c3d3a8e8c6,c2a3ea8d5e,9d2f15248c,9dca582877,251.0,75931693f2,56c547f20f,0.2,0,0
003d44f6fd,e344ab2e71,14d373dff5,1908d94f93,a4c8d652df,163.0,e2a7effbfd,9f3fceb242,0.95,0,0
003d455033,e344ab2e71,14d373dff5,1908d94f93,10fb31cfae,163.0,8ae2b1c3fe,1f31f81f21,0.93,0,0
003d6ea38d,e344ab2e71,ed2ad1797c,bd7a98e9af,c0a825c891,313.0,fdde33576a,63243765ed,0.085,0,0
003dd7b7f3,c3d3a8e8c6,f2333c90fb,419bc5b424,3a32c05cfb,271.0,a24bc4fda1,79376cb855,0.3,0,0
0042a63275,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,282b1aadcd,213.0,7ea2ba0e0e,db634a3277,0.9,0,0
00434b59a2,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,c89cc2822f,5ad3e9ccfb,0.17,0,0
0043d0725f,ec62ce61e3,a49a930a49,08efd6b20e,69c2604ded,35.0,0d6f137fb6,f3e7cd2a2a,0.214,0,0
004be38569,c3d3a8e8c6,f2333c90fb,78800e7c84,3feb59ebe2,263.0,,b879b143ae,1.0,0,0
004c126130,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,90cad3a638,d6bd567089,0.6,0,0
004e3f16a4,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,4da2dc345f,b5012d2be5,0.55,0,0
004f9fdfa2,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,05a6692aa3,b8d196fee0,0.35,0,0
0052820f4c,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,6e7ef3738c,7da99b2b84,0.08,0,0
0053244e15,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,4da2dc345f,8f3e43cd46,0.4,0,0
0054dc4641,c3d3a8e8c6,c2a3ea8d5e,9d2f15248c,b8238a6b5d,251.0,4156dac3e5,a053cb3f45,0.1,0,0
0058bda372,c3d3a8e8c6,de6f3b925a,68b1fb172a,741983ea3d,,,91ed29803e,0.25,0,0
005a498b2d,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,bb728bac2c,6095a12695,0.3,0,0
005b1df6f7,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,c42bee16c3,69.0,01736cb782,3034fb4c4a,0.17,0,0
005b7e7c92,ec62ce61e3,be86806c6b,58f4db5467,39459b730f,45.0,,c63add1307,0.02,0,0
00623152b3,c3d3a8e8c6,f2333c90fb,419bc5b424,53a67d6c8a,271.0,f26e43603f,f04edea164,0.5,0,0
0062f096fe,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,5330a84194,1.0,7aad3847e1,af21e9e3c7,1.0,0,0
0063bcd598,ec62ce61e3,c6e84cdac8,1eccbc65f5,89906089c7,80.0,767e3af396,056b1621ca,0.129,0,0
006420e6e4,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,596532a15b,af1f1fe9a6,0.35,0,0
0064611c00,c3d3a8e8c6,f2333c90fb,419bc5b424,709ff51bc8,263.0,,95a392c07a,0.15,0,0
0064e6b0a7,e344ab2e71,14d373dff5,ae662a854c,17a11d08ec,132.0,46431a8468,42660e5f57,1.5,0,0
00678eb1df,ec62ce61e3,a49a930a49,d1dc20357f,e83e5f0a95,,,01f7c589b1,0.038,0,0
0067d95477,ec62ce61e3,4202626fcb,a8db01db9c,8ad4eec70f,260.0,8642da17ad,43acd80c1a,0.02,1,0
00689b088c,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,f17059fca7,157.0,51be55077b,44303175d7,1.0,0,0
006b2102e1,e344ab2e71,14d373dff5,ae662a854c,5aa8fc9abd,132.0,2543dec350,2fcac8cd13,0.5,0,0
006b2f82a7,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,0d6f137fb6,1304350254,0.3,0,0
006b42b3c5,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,0d6f137fb6,c408d683f6,0.1,0,0
006ce92ea5,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,4da2dc345f,7cbd3b61ca,0.4,0,0
006f0dc3e6,e344ab2e71,14d373dff5,39532a0f6f,e66f0cae96,92.0,ad85acd8a7,dfcbc1ff16,0.48,0,0
0070a15a12,e344ab2e71,1d2939ba1d,348bad712b,72c0afa15e,148.0,77e20f07ee,d06dd2fd22,0.22,0,0
0077f77e55,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,3d648097f6,85.0,5c38ae78e7,86f827feee,0.31,0,0
0078863d21,e344ab2e71,52f13dac0c,6b55683dad,56426fcb60,105.0,4da2dc345f,f20f129687,0.24,0,0
007ef04744,c3d3a8e8c6,ad2b2e17d2,d7ca614c25,7657bfdbbd,214.0,3ef5b63438,d6c622e50a,0.5,0,0
0081c3b310,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,888b43f393,157.0,c19e6ad928,1fd329690d,0.2,0,0
008215c70b,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,d96cce0e17,845a7ba787,0.5,0,0
00840b77e8,e344ab2e71,63852cb2ab,26a31f671c,f5dac65023,161.0,7a186296c7,123e597c2f,0.03,0,0
0085b1966d,c3d3a8e8c6,c2a3ea8d5e,9d2f15248c,b8238a6b5d,251.0,bd3d31ac32,c4e167b91e,0.065,0,0
0087280697,e344ab2e71,703f4b6eb0,0c37077fa0,1ab61a3fd4,209.0,c56cfe6e56,7a917b3ae0,0.20199999999999999,0,0
0089bf6030,c3d3a8e8c6,ad2b2e17d2,40823ee6a2,df1a46b103,70.0,6761bce7ca,4636629e05,0.035,0,0
0089c3b6a6,c3d3a8e8c6,f2333c90fb,419bc5b424,f6148afbc0,271.0,7185914551,d61d07cfe6,0.35,0,0
008f59ac98,c3d3a8e8c6,f2333c90fb,419bc5b424,f7c957d825,271.0,1ae75aa518,2c22dbc6bc,1.0,0,0
008f99b58b,e344ab2e71,749c619457,31e6505ae0,6e4d7515db,190.0,95e4337bb4,9c9dccae19,0.7,0,1
00903003a6,e344ab2e71,ed2ad1797c,df4166996f,e2bcaf40b5,126.0,6591cf4a55,1dbc1d22f7,0.1,0,0
0092dbae8b,e344ab2e71,703f4b6eb0,f4613d272f,47fc199714,9.0,d7da980747,63243765ed,0.085,0,0
00944b8257,c3d3a8e8c6,de6f3b925a,84eedb1e8a,ba6bae79c0,232.0,b6f53cb702,f64358257a,0.13,0,0
0095fb354e,c3d3a8e8c6,f2333c90fb,78800e7c84,96e78da403,263.0,77ab2670dd,cf11f76b9f,1.0,0,0
009761cdc2,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,07b1fb89ac,2cd912b0cb,0.18,0,0
009997f0a4,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,0a8a48fffa,220.0,ab230258e9,43acd80c1a,0.38,1,0
009bc00cda,c3d3a8e8c6,c2a3ea8d5e,6821a426fa,111f71ab7e,192.0,4da2dc345f,7f7e8d2a58,0.5,0,0
009caf4750,ec62ce61e3,93073a7304,b30f37e434,33756a6077,260.0,4da2dc345f,1962dd9523,0.25,0,0
009dd67cb8,ec62ce61e3,4202626fcb,88a515c084,48cf3d488f,172.0,10a37e42c7,31be4d3c13,0.113,0,0
009f1192df,e344ab2e71,63852cb2ab,26a31f671c,f5dac65023,161.0,543819f350,312c690cec,0.03,0,0
00a00d96a6,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,399018cdea,85.0,7d6e2d97a8,dc139c4f2d,0.2,0,0
00a30fb179,c3d3a8e8c6,ad2b2e17d2,eda7b2976b,219dc891a8,308.0,e39ae36a53,4697be3ba8,1.0,0,0
00a340d08b,c3d3a8e8c6,428e08386e,0c31a34008,43d18e3224,105.0,d984016475,a2a30fbd43,0.09,0,0
00aa4844e2,e344ab2e71,ed2ad1797c,6fbda2e7e2,13ad198857,187.0,6300deed2c,cb331af8c5,0.05,0,0
00abc12ed3,e344ab2e71,52f13dac0c,3a80a917a4,98cdc326b3,110.0,aa73f98d68,a2a30fbd43,0.4,0,0
00acc53560,e344ab2e71,ed2ad1797c,aa6b40d30b,ae6d560fad,149.0,a0c72eaf5b,edf2005609,0.32,0,0
00ad597620,c3d3a8e8c6,de6f3b925a,a88747f900,4f6d0b2597,192.0,f1dcb7f8a1,f64358257a,1.0,0,0
00aff4fa25,e344ab2e71,1d2939ba1d,831f318338,0e67e29d1b,148.0,289aae8c07,ba1db78fe3,0.6970000000000001,0,0
00b38504b1,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,36df352cfc,69.0,793ac8cadd,31d3e0a0c4,0.29,0,0
00b8e14c41,c3d3a8e8c6,c2a3ea8d5e,2f5e1db489,7e6e415b31,146.0,fc9adf0d59,1de2c8892e,0.35,0,0
00b95cab87,e344ab2e71,52f13dac0c,6b55683dad,56426fcb60,105.0,c77093e544,27a47c64e1,0.3,0,0
00bbcdcddc,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,27deec693d,a307f85140,0.15,0,0
00be24e880,e344ab2e71,ed2ad1797c,6fbda2e7e2,fa2b77a24c,187.0,,4657547464,0.113,0,0
00bfa259ec,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,e9eb12f24a,868cba92ca,0.35,0,0
00c3a2e1eb,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,8bbeabc581,212.0,dd4446a630,c504bd6081,0.35,0,0
00c3ab50a8,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,282b1aadcd,213.0,93cd0eedb7,9bf22f98da,0.9,0,0
00c4384b0d,e344ab2e71,749c619457,a50a028f07,d5e26c4061,321.0,0d6f137fb6,43acd80c1a,0.75,1,1
00c4e6f957,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,3d648097f6,85.0,5346690659,6574e1ebfd,0.5,0,0
00c5cbef64,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,e426c88e06,8ade010d3c,0.2,0,0
00c5e8779f,e344ab2e71,1d2939ba1d,95ee236d6a,5c9ffd2b69,249.0,53805fc0f7,e7028c662f,0.3,0,0
00c657c6e3,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,e094ccf85b,40ed6c8b01,0.06,0,0
00c8c8e837,c3d3a8e8c6,de6f3b925a,68b1fb172a,741983ea3d,,8281de6bcb,6bc8b3c476,0.2,0,0
00c935c63f,ec62ce61e3,36bd2cad67,edbe75f28a,22aaba47b2,75.0,0d6f137fb6,2d5c53ab8a,0.069,0,0
00c9370a90,e344ab2e71,ed2ad1797c,e352acced9,f4a561ceda,147.0,e5006fe018,884ba4d693,0.28,0,0
00caca271a,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,,c540950029,0.35,0,0
00cb3d7a0e,e344ab2e71,1d2939ba1d,831f318338,623f13717c,148.0,41ee95c4ee,d06dd2fd22,0.1,0,0
00cc1f57a1,e344ab2e71,703f4b6eb0,8a37c27a14,8587e8dfd1,119.0,63ba6b7a61,917d4e30c7,0.5,0,0
00cf0470be,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,9ea7822731,37.0,fc064bd218,9311a0b449,0.04,0,0
00d45396a6,ec62ce61e3,4202626fcb,a8db01db9c,9d5c6c6b11,260.0,0d6f137fb6,83f98e6dc3,0.045,0,0
00db794a5e,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,4da2dc345f,97a3c5521b,0.35,0,0
00db8a9f30,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,c7370f5d70,40ed6c8b01,0.07,0,0
00dc07f99f,e344ab2e71,825fe699ab,306281efc0,3721054113,40.0,74251e93eb,39430b7b8a,0.2,0,0
00de557bd5,ec62ce61e3,e8705574ff,bec682d61b,bf1622c3ae,148.0,0608bd1f40,ef3b92f068,0.03,0,0
00de7e4339,ec62ce61e3,6b4ae3f25d,83f17acdfd,45e2127ec0,,585124a4e4,6afe337e49,0.111,0,0
00e183631a,e344ab2e71,14d373dff5,3e810ee449,dcf1c1e6de,223.0,ab230258e9,43acd80c1a,2.0,1,0
00e2761029,e344ab2e71,ed2ad1797c,bd7a98e9af,c0a825c891,313.0,55ed9c75bd,93a08113a7,0.2,0,0
00e43193f0,c3d3a8e8c6,c2a3ea8d5e,b7cda0ec0c,a2cd836c4a,123.0,b883b3958c,bbc7961bf3,0.2,0,0
00e66616ed,ec62ce61e3,4202626fcb,1f80eae8c9,f3cd0698fa,118.0,,83f98e6dc3,0.059000000000000004,0,0
00e70c94fe,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,63ba6b7a61,5a56372660,0.06,0,0
00e8b6d172,e344ab2e71,14d373dff5,39532a0f6f,4e976159f7,92.0,,66d8d0b1f9,0.5,0,0
00ebbaff99,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,acd3dd483f,10486c3cf0,0.15,0,0
00ed1746aa,e344ab2e71,52f13dac0c,a1786084ca,16d336e6ff,43.0,6d724a4150,85a804a288,0.1,0,0
00edb3def3,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,4da2dc345f,c0eb104850,0.25,0,0
00f33c5bf6,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,960e134d44,36c62dd6eb,0.3,0,0
00f4e41356,c3d3a8e8c6,f2333c90fb,419bc5b424,3a32c05cfb,271.0,,b097bb39bc,0.4,0,0
00f616d31e,e344ab2e71,52f13dac0c,6b55683dad,3a074a6620,105.0,0d6f137fb6,2c67ae4999,0.55,0,0
00f6e1de14,c3d3a8e8c6,c2a3ea8d5e,a6b0dd76e0,282b1aadcd,213.0,,df31b2c9d5,0.9,0,0
00f71b655b,c3d3a8e8c6,de6f3b925a,cf854d5a22,c1905c922c,192.0,1606b31025,b83a71e66f,0.1,0,0
00f79d629d,e344ab2e71,703f4b6eb0,f4613d272f,47fc199714,9.0,e5187d5a78,7ac7f226de,0.085,0,0
00f82749f9,e344ab2e71,14d373dff5,ae662a854c,5aa8fc9abd,132.0,1833edb108,79f66bec25,1.5,0,0
00fc2d1978,e344ab2e71,52f13dac0c,3a80a917a4,98cdc326b3,110.0,e75db9ca9c,9cc12dc90b,0.5,0,0
00fc6cb42b,e344ab2e71,52f13dac0c,38816369ce,4d4b7e1f16,105.0,,7fa475bf9c,0.5,0,0
00fe9d415a,c3d3a8e8c6,c2a3ea8d5e,b7cda0ec0c,6376f2a852,123.0,d2a933be9e,9e3c68b8e2,0.4,0,0
00ff8e61d2,c3d3a8e8c6,c2a3ea8d5e,9d2f15248c,9dca582877,251.0,0d6f137fb6,a053cb3f45,0.25,0,0
0103e51a95,e344ab2e71,1d2939ba1d,8ed20e5baf,acb66d7a5d,255.0,500b83e98f,8c154626be,0.005,0,0
01057ad381,c3d3a8e8c6,ad2b2e17d2,eda7b2976b,1e7082b4bb,177.0,9a33a830f2,1477b3dfed,0.285,0,0
0106dcb809,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,fedb24210c,54f93a3b4c,0.2,0,0
0107901135,e344ab2e71,ed2ad1797c,c4669106da,37becd8bbe,262.0,8fd89e2acd,7c429de30c,0.25,0,0
0108b1af29,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,6d2aa030e2,70.0,,cab2af3a89,0.03,0,0
010b0e6605,e344ab2e71,703f4b6eb0,a3031c277d,8cc0687943,115.0,95c4ad5bda,8e6a932b1e,0.32,0,0
010d6816cc,e344ab2e71,14d373dff5,3e810ee449,dcf1c1e6de,223.0,9bfd23b8a2,f95f615bce,0.5,0,0
010e3a99a9,e344ab2e71,1d2939ba1d,1876935d56,68d404447a,148.0,a2659f6902,d06dd2fd22,0.20600000000000002,0,0
01151f0a0a,e344ab2e71,ed2ad1797c,dc4a4438c8,4d08a6c4cb,57.0,39d6d64cfb,785e25d589,3.0,0,0
0116989c2c,c3d3a8e8c6,428e08386e,4797d587da,d39dc1f4bd,,,52a0b79928,0.1,0,0
0116e90e52,e344ab2e71,14d373dff5,39532a0f6f,4e976159f7,92.0,38262d218f,7ecbb732c7,0.5,0,0
0118b47f5b,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,4da2dc345f,58d980faba,0.35,0,0
011921fc88,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,5f63b1e19b,fac5689dc9,0.2,0,0
011af4fbf5,e344ab2e71,703f4b6eb0,8a37c27a14,8587e8dfd1,119.0,6cc775eff4,b4f427f274,0.21600000000000005,0,0
011de6b4bb,e344ab2e71,ed2ad1797c,dc4a4438c8,4d08a6c4cb,57.0,a548b9f2b8,66cd72a9ec,0.9,0,0
011e106198,ec62ce61e3,be86806c6b,58f4db5467,0216d905a3,45.0,0d6f137fb6,2273ca5604,0.289,0,0
011f1b57d2,c3d3a8e8c6,f2333c90fb,419bc5b424,3a32c05cfb,271.0,41616c4e57,10efe50ed9,0.32,0,0
0120d4d692,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,0736b62d31,157.0,beb28c2506,f48218a7c4,0.125,0,0
0124c18264,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,4da2dc345f,c23353c3de,0.2,0,0
0124f6aeef,e344ab2e71,749c619457,df6c9e5688,b2632c0e6c,136.0,11e7c34878,0582fa8245,0.7,0,1
01293b5fa4,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,5330a84194,1.0,dacf24b9af,8ab31fd4b9,1.0,0,0
012aa62883,c3d3a8e8c6,c2a3ea8d5e,131b921423,8f1d53551c,30.0,ab230258e9,43acd80c1a,0.2,1,0
012ca04712,c3d3a8e8c6,c2a3ea8d5e,9d2f15248c,7208342de1,251.0,764b69ddd5,32691eabec,0.8,0,0
012cf8e65b,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,0d6f137fb6,164487c073,0.45,0,0
012e5a6e05,c3d3a8e8c6,f2333c90fb,78800e7c84,96e78da403,263.0,c8f55dc1d7,c1e5844dab,1.0,0,0
013187477b,e344ab2e71,749c619457,f3112c7d88,874a9f68b0,117.0,,f4304ecdc5,0.5,0,1
0137cfc40f,ec62ce61e3,a49a930a49,d1dc20357f,e83e5f0a95,,0d6f137fb6,01f7c589b1,0.027000000000000003,0,0
0137f61d30,e344ab2e71,52f13dac0c,6b55683dad,56426fcb60,105.0,aa46b9e944,3c7ac40581,0.45,0,0
01383e743c,c3d3a8e8c6,f2333c90fb,419bc5b424,3a32c05cfb,271.0,799faa8e79,b097bb39bc,0.4,0,0
01390554ce,ec62ce61e3,4202626fcb,88a515c084,1588edcd7b,172.0,79d943c2b8,00ffa2153a,0.29100000000000004,0,0
013abbad2d,c3d3a8e8c6,de6f3b925a,68b1fb172a,741983ea3d,,f6daae555c,e3dd425ae9,0.2,0,0
013bc8a703,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,c42bee16c3,69.0,c18bc6dd72,883f343c44,0.14,0,0
013e5da50d,c3d3a8e8c6,ad2b2e17d2,ca69ed9de2,2eb2943429,85.0,97b0bd5da6,76ce8ee49e,0.3,0,0
0144561720,e344ab2e71,1d2939ba1d,1f752d9077,1b805d2799,148.0,d617e3ccde,aacf1781f6,0.1,0,0
0148334030,c3d3a8e8c6,d283080a93,f976a3c5f9,38c655d9b4,48.0,a291097aa9,47271cce08,0.8,0,0
014965b193,c3d3a8e8c6,de6f3b925a,d36150c93e,bccc635603,96.0,9e0c047284,e3dd425ae9,0.18,0,0
014ab2bd52,e344ab2e71,703f4b6eb0,1d671600b5,56348861f9,145.0,6651606155,7ac7f226de,0.040999999999999995,0,0
015338b2e3,c3d3a8e8c6,ad2b2e17d2,e33cc0b2a4,d3c4073308,1.0,5333ccba70,2d16f2481f,1.0,0,0
0153ae91ea,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,4da2dc345f,9e44df7585,0.2,0,0
0156870585,ec62ce61e3,3f9010c11e,e53700447c,40adb38498,35.0,e01fc848d9,328e3f02d6,0.35,0,0
0157050dcd,e344ab2e71,703f4b6eb0,8a37c27a14,8587e8dfd1,119.0,,2d727a4164,0.145,0,0
015c8942f6,e344ab2e71,703f4b6eb0,f4613d272f,47fc199714,9.0,d7da980747,63243765ed,0.09,0,0
015d739603,e344ab2e71,14d373dff5,ae662a854c,17a11d08ec,132.0,968e64acbe,9b319afaf6,2.0,0,0
0160b86a78,ec62ce61e3,be86806c6b,58f4db5467,0216d905a3,45.0,a9c6644b79,3085a89cbe,1.0,0,0
01614645db,c3d3a8e8c6,f93982269d,0bcfc6519b,fc32a80dcd,259.0,5ac20c0f7f,c6e6e8fc05,0.07,0,0
016225d8ff,c3d3a8e8c6,034aca0659,b67737054d,8b5f0d5b1a,211.0,4da2dc345f,e6af81215a,1.0,0,0
01658ce7de,c3d3a8e8c6,ad2b2e17d2,eda7b2976b,219dc891a8,308.0,66f4f5da7e,f501b80ce7,0.24,0,0
01676de33c,e344ab2e71,52f13dac0c,d3cfe81323,6dc544533f,105.0,4da2dc345f,1415eba991,0.5,0,0
0167b2150f,e344ab2e71,825fe699ab,c3f4fd1d52,a74c01bb1b,31.0,,42d8cb59cc,0.085,0,0
01690b1c28,e344ab2e71,52f13dac0c,0f84eb7480,420c3b3f0b,150.0,0d6f137fb6,10486c3cf0,0.1,0,0
0169eef64f,c3d3a8e8c6,de6f3b925a,d36150c93e,bccc635603,96.0,,de8638e755,0.16,0,0
016c7aaaa9,ec62ce61e3,f980df59e1,673d4e26b5,3844f48aa2,274.0,,83f98e6dc3,0.011000000000000001,0,0
